latitude,longitude,distances,ind,fotograma,section,classes,ind2,scores,boxes,class_id,area,center,height,width,total_area,fail_id_section,class_id_readable
,,,670,1383,,Grieta Vertical,877,0.5435290932655334,"[0.5268598794937134, 0.6624221205711365, 0.6501712203025818, 0.8985386490821838]",D00,6708.290853388644,"(499.5074462890625, 211.86559796333313)",85.00195026397705,78.91925811767578,230400,308,Grieta Vertical
,,,670,1383,,Grieta e Intervalo Lineal Transversal,878,0.2637701630592346,"[0.3149471879005432, 0.740192174911499, 0.46637457609176636, 0.7838068604469299]",D10,1521.6671041716836,"(487.67969131469727, 140.63791751861572)",15.701286792755127,96.91352844238281,230400,374,Grieta e Intervalo Lineal Transversal
,,,671,1384,,Grieta Vertical,879,0.2571505606174469,"[0.24430973827838898, 0.7968997359275818, 0.3022976219654083, 0.863842248916626]",D00,894.3793129556298,"(531.4374351501465, 98.38932484388351)",24.099304676055908,37.11224555969238,230400,308,Grieta Vertical
,,,672,1385,,Grieta Vertical,880,0.454874187707901,"[0.5382499694824219, 0.7243369221687317, 0.6342325210571289, 0.9196606278419495]",D00,4319.462627376197,"(526.079216003418, 211.04684829711914)",70.3165340423584,61.4288330078125,230400,308,Grieta Vertical
,,,673,1386,,Grieta Vertical,882,0.227513387799263,"[0.3786572515964508, 0.8167684674263, 0.4071657061576843, 0.9417065978050232]",D00,820.6371101646255,"(562.7120208740234, 141.44813239574432)",44.97772693634033,18.245410919189453,230400,308,Grieta Vertical
,,,673,1386,,Desenfoque de linea blanca,881,0.24670124053955078,"[0.508332371711731, 0.680499255657196, 0.6048150062561035, 0.8875935673713684]",D44,4603.623504384814,"(501.7897033691406, 200.3665280342102)",74.55395221710205,61.74888610839844,230400,153,Desenfoque de linea blanca
,,,674,1387,,Grieta Vertical,883,0.2562772035598755,"[0.49246644973754883, 0.6637352705001831, 0.6040040254592896, 0.9314412474632263]",D00,6879.5771159066135,"(510.456485748291, 197.3646855354309)",96.37415170669556,71.38404846191406,230400,308,Grieta Vertical
,,,675,1388,,Desenfoque de linea blanca,884,0.5186525583267212,"[0.4559594988822937, 0.6860865354537964, 0.5482692718505859, 0.9271754026412964]",D44,5127.519420348108,"(516.2438201904297, 180.76117873191833)",86.7919921875,59.07825469970703,230400,154,Desenfoque de linea blanca
,,,676,1389,,Grieta Vertical,885,0.28107258677482605,"[0.41158169507980347, 0.6173962950706482, 0.4905714988708496, 0.9397681951522827]",D00,5866.927058348938,"(498.2926368713379, 162.38757491111755)",116.05388402938843,50.55347442626953,230400,309,Grieta Vertical
,,,677,1391,,Grieta Vertical,886,0.5305373072624207,"[0.5659092664718628, 0.6582897901535034, 0.7481684684753418, 0.8534130454063416]",D00,8193.717226299668,"(483.7449073791504, 236.53399229049683)",70.24437189102173,116.64588928222656,230400,310,Grieta Vertical
,,,678,1392,,Grieta Vertical,890,0.22826829552650452,"[0.29268699884414673, 0.6876258254051208, 0.36026063561439514, 0.9384072422981262]",D00,3904.407330936465,"(520.3305816650391, 117.53057420253754)",90.28131008148193,43.247127532958984,230400,310,Grieta Vertical
,,,678,1392,,Grieta e Intervalo Lineal Transversal,888,0.3548397123813629,"[0.4285021722316742, 0.7460686564445496, 0.6829259991645813, 0.8611353635787964]",D10,6745.124040575183,"(514.3052864074707, 200.057070851326)",41.42401456832886,162.83124923706055,230400,375,Grieta e Intervalo Lineal Transversal
,,,678,1392,,Grieta e Intervalo Lineal Transversal,889,0.3423055410385132,"[0.14977507293224335, 0.7990685105323792, 0.3082793354988098, 0.8718702793121338]",D10,2658.6756112842295,"(534.7004127502441, 82.44979351758957)",26.20863676071167,101.44272804260254,230400,375,Grieta e Intervalo Lineal Transversal
,,,678,1392,,Desenfoque de linea blanca,887,0.4221653640270233,"[0.2999595105648041, 0.6687615513801575, 0.3607066571712494, 0.8300319910049438]",D44,2257.1640666254098,"(479.6139335632324, 118.91991019248962)",58.057358264923096,38.878173828125,230400,155,Desenfoque de linea blanca
,,,679,1393,,Grieta Vertical,891,0.49027884006500244,"[0.24974417686462402, 0.7778521776199341, 0.3153933882713318, 0.944810152053833]",D00,2525.335916462609,"(551.2519454956055, 101.72476172447205)",60.10487079620361,42.01549530029297,230400,310,Grieta Vertical
,,,680,1394,,Desenfoque de linea blanca,892,0.30934250354766846,"[0.2914563715457916, 0.657246470451355, 0.3536272644996643, 0.8016715049743652]",D44,2068.7692864180462,"(466.85375213623047, 116.11505448818207)",51.99301242828369,39.789371490478516,230400,156,Desenfoque de linea blanca
,,,681,1396,,Grieta Vertical,893,0.38303181529045105,"[0.24908757209777832, 0.7671926021575928, 0.3213893473148346, 0.9420244097709656]",D00,2912.4057726382944,"(546.9494438171387, 102.68584549427032)",62.93945074081421,46.273136138916016,230400,311,Grieta Vertical
,,,681,1396,,Desenfoque de linea blanca,894,0.27756112813949585,"[0.306001752614975, 0.6392159461975098, 0.3636753559112549, 0.7712765336036682]",D44,1754.8208476730451,"(451.35759353637695, 120.54187953472137)",47.54181146621704,36.91110610961914,230400,157,Desenfoque de linea blanca
,,,682,1398,,Grieta Vertical,895,0.5931246280670166,"[0.2786552906036377, 0.757443904876709, 0.34626394510269165, 0.9400363564491272]",D00,2844.2488256628167,"(543.1936836242676, 112.48546242713928)",65.73328256607056,43.26953887939453,230400,312,Grieta Vertical
,,,682,1398,,Grieta e Intervalo Lineal Transversal,896,0.3404412865638733,"[0.4214400351047516, 0.784427285194397, 0.5320711135864258, 0.8297992944717407]",D10,1156.5053151512984,"(516.5525054931641, 171.63200676441193)",16.33392333984375,70.80389022827148,230400,376,Grieta e Intervalo Lineal Transversal
,,,683,1400,,Grieta Vertical,899,0.20806311070919037,"[0.31708940863609314, 0.6325504183769226, 0.3885980248451233, 0.9342257976531982]",D00,4970.278406334137,"(501.3683891296387, 127.02373802661896)",108.60313653945923,45.7655143737793,230400,313,Grieta Vertical
,,,683,1400,,Grieta e Intervalo Lineal Transversal,897,0.37200236320495605,"[0.23374629020690918, 0.8197049498558044, 0.33984655141830444, 0.8622922301292419]",D10,1041.0673677222803,"(538.2390975952148, 103.24671149253845)",15.3314208984375,67.90416717529297,230400,377,Grieta e Intervalo Lineal Transversal
,,,683,1400,,Desenfoque de linea blanca,898,0.34910115599632263,"[0.35295218229293823, 0.6326639652252197, 0.39205676317214966, 0.7610453367233276]",D44,1156.677056670378,"(445.98697662353516, 134.10161018371582)",46.21729373931885,25.026931762695312,230400,158,Desenfoque de linea blanca
,,,684,1401,,Grieta Vertical,900,0.31436434388160706,"[0.33799490332603455, 0.6054128408432007, 0.420158714056015, 0.9470089673995972]",D00,6466.599818144459,"(496.7749786376953, 136.46765112876892)",122.97460556030273,52.5848388671875,230400,313,Grieta Vertical
,,,685,1402,,Grieta Vertical,901,0.4208068549633026,"[0.3966591954231262, 0.7374340295791626, 0.44862595200538635, 0.9276867508888245]",D00,2277.9226039476725,"(532.8386497497559, 152.15132653713226)",68.49097967147827,33.258724212646484,230400,313,Grieta Vertical
,,,686,1403,,Grieta Vertical,902,0.28994154930114746,"[0.4280793070793152, 0.7011491656303406, 0.4642418920993805, 0.9454481601715088]",D00,2035.4649201588018,"(526.9111442565918, 160.61781585216522)",87.94763803482056,23.144054412841797,230400,313,Grieta Vertical
,,,687,1404,,Grieta Vertical,903,0.23964926600456238,"[0.46765804290771484, 0.6215513348579407, 0.5214194059371948, 0.9345321655273438]",D00,3876.77400396733,"(497.946720123291, 178.03394079208374)",112.67309904098511,34.40727233886719,230400,313,Grieta Vertical
,,,688,1406,,Grieta Vertical,904,0.4137122631072998,"[0.5506247282028198, 0.7502056360244751, 0.6237553358078003, 0.9167966842651367]",D00,2806.9412150915014,"(533.4407424926758, 211.38841152191162)",59.972777366638184,46.8035888671875,230400,314,Grieta Vertical
,,,689,1407,,Grieta e Intervalo Lineal Transversal,905,0.45250967144966125,"[0.2776774764060974, 0.7985426783561707, 0.6103033423423767, 0.8707510232925415]",D10,5533.830895630672,"(534.1739845275879, 159.83654737472534)",25.995004177093506,212.88055419921875,230400,378,Grieta e Intervalo Lineal Transversal
,,,690,1408,,Grieta Vertical,906,0.5570184588432312,"[0.5711733102798462, 0.7281607985496521, 0.6588748693466187, 0.8988191485404968]",D00,3448.397574595583,"(520.6335830688477, 221.40867233276367)",61.4370059967041,56.128997802734375,230400,315,Grieta Vertical
,,,690,1408,,Desenfoque de linea blanca,907,0.4251955449581146,"[0.5221575498580933, 0.6232171058654785, 0.5922633409500122, 0.7262261509895325]",D44,1663.840649789563,"(431.8218421936035, 200.59576034545898)",37.083256244659424,44.867706298828125,230400,159,Desenfoque de linea blanca
,,,691,1409,,Desenfoque de linea blanca,908,0.3047970235347748,"[0.6200503706932068, 0.7785122394561768, 0.7132993936538696, 0.9200186729431152]",D44,3040.20556768628,"(543.5298919677734, 240.00295758247375)",50.94231605529785,59.67937469482422,230400,159,Desenfoque de linea blanca
,,,692,1411,,Desenfoque de linea blanca,909,0.3277508318424225,"[0.5646581053733826, 0.7078104019165039, 0.7069516777992249, 0.9188626408576965]",D44,6919.229271724362,"(520.5353736877441, 228.88976097106934)",75.97880601882935,91.06788635253906,230400,160,Desenfoque de linea blanca
,,,693,1414,,Grieta Vertical,910,0.2698670029640198,"[0.4622211456298828, 0.6089186668395996, 0.5707483291625977, 0.9259316921234131]",D00,7926.803891075542,"(491.15211486816406, 185.93450546264648)",114.12468910217285,69.4573974609375,230400,316,Grieta Vertical
,,,694,1415,,Grieta Vertical,911,0.45758533477783203,"[0.4911509156227112, 0.661496639251709, 0.5953456163406372, 0.9164437055587769]",D00,6120.376306048092,"(504.94091033935547, 195.5693757534027)",91.78094387054443,66.68460845947266,230400,316,Grieta Vertical
,,,695,1417,,Grieta Vertical,912,0.5801958441734314,"[0.5304607152938843, 0.6388342380523682, 0.6514558792114258, 0.9092226624488831]",D00,7537.695374882787,"(495.3782081604004, 212.7449870109558)",97.33983278274536,77.43690490722656,230400,317,Grieta Vertical
,,,695,1417,,Grieta Vertical,913,0.30455929040908813,"[0.2931077480316162, 0.6064977645874023, 0.3755605220794678, 0.7424725294113159]",D00,2583.1288074783515,"(431.67049407958984, 120.36028861999512)",48.95091533660889,52.769775390625,230400,317,Grieta Vertical
,,,696,1418,,Grieta Vertical,915,0.4276772141456604,"[0.2660398483276367, 0.7307000160217285, 0.3277944028377533, 0.8398803472518921]",D00,1553.4449778552698,"(502.5857162475586, 106.8901652097702)",39.30491924285889,39.52291488647461,230400,317,Grieta Vertical
,,,696,1418,,Grieta Vertical,916,0.26631417870521545,"[0.22797270119190216, 0.7266737222671509, 0.32963046431541443, 0.9031970500946045]",D00,4134.520315251621,"(521.5586471557617, 100.36856979131699)",63.5483980178833,65.06096839904785,230400,317,Grieta Vertical
,,,696,1418,,Desenfoque de linea blanca,914,0.529890775680542,"[0.5574437379837036, 0.6721359491348267, 0.657124400138855, 0.852628767490387]",D44,4145.274696483466,"(487.92470932006836, 218.62226486206055)",64.97741460800171,63.795623779296875,230400,161,Desenfoque de linea blanca
,,,697,1420,,Grieta Vertical,917,0.25561919808387756,"[0.6337477564811707, 0.7715240716934204, 0.7027407884597778, 0.8898752927780151]",D00,1881.3103674616286,"(531.6477966308594, 240.56793808937073)",42.6064395904541,44.155540466308594,230400,318,Grieta Vertical
,,,698,1422,,Grieta Vertical,919,0.2380983829498291,"[0.6193760633468628, 0.7450778484344482, 0.7033268809318542, 0.8869578242301941]",D00,2744.280568394879,"(522.2514152526855, 238.08652997016907)",51.076791286468506,53.72852325439453,230400,319,Grieta Vertical
,,,698,1422,,Desenfoque de linea blanca,918,0.37942200899124146,"[0.5536967515945435, 0.6297265291213989, 0.624701201915741, 0.754793643951416]",D44,2046.0261293022995,"(443.0464553833008, 212.1116316318512)",45.02416133880615,45.442848205566406,230400,162,Desenfoque de linea blanca
,,,699,1423,,Desenfoque de linea blanca,920,0.3020819425582886,"[0.6378735303878784, 0.799074649810791, 0.7096120119094849, 0.9177938103675842]",D44,1962.2551232710975,"(549.3979072570801, 242.5473976135254)",42.73889780044556,45.912628173828125,230400,162,Desenfoque de linea blanca
,,,700,1424,,Grieta Vertical,921,0.34858715534210205,"[0.6131068468093872, 0.7414567470550537, 0.6982895135879517, 0.8919769525527954]",D00,2954.1225619250326,"(522.6987838745117, 236.051344871521)",54.18727397918701,54.51690673828125,230400,320,Grieta Vertical
,,,700,1424,,Desenfoque de linea blanca,922,0.2798035144805908,"[0.5512012243270874, 0.6393236517906189, 0.6201505661010742, 0.7605764865875244]",D44,1926.2138451786086,"(447.96804428100586, 210.8433222770691)",43.651020526885986,44.12757873535156,230400,162,Desenfoque de linea blanca
,,,701,1426,,Desenfoque de linea blanca,923,0.45180317759513855,"[0.5679073333740234, 0.6445372104644775, 0.6522750854492188, 0.7932500243186951]",D44,2890.728762545041,"(460.09191513061523, 219.6328353881836)",53.53661298751831,53.995361328125,230400,163,Desenfoque de linea blanca
,,,702,1430,,Desenfoque de linea blanca,924,0.3238418996334076,"[0.6243107914924622, 0.7327584028244019, 0.7459912300109863, 0.9191611409187317]",D44,5225.8330166104315,"(528.6142539978027, 246.65436387062073)",67.10498571395874,77.87548065185547,230400,164,Desenfoque de linea blanca
,,,703,1431,,Grieta Vertical,925,0.2153286188840866,"[0.5998273491859436, 0.6822033524513245, 0.6882717609405518, 0.8193208575248718]",D00,2794.1246386535568,"(480.4877471923828, 231.85783982276917)",49.36230182647705,56.60442352294922,230400,321,Grieta Vertical
,,,704,1432,,Desenfoque de linea blanca,926,0.34085047245025635,"[0.6477537155151367, 0.769225537776947, 0.751661479473114, 0.9186596274375916]",D44,3577.504231464991,"(540.1232528686523, 251.89473509788513)",53.79627227783203,66.50096893310547,230400,165,Desenfoque de linea blanca
,,,705,1433,,Grieta Vertical,927,0.2415791004896164,"[0.6114479899406433, 0.714277982711792, 0.7240580320358276, 0.883284866809845]",D00,4384.9433854443305,"(511.2201118469238, 240.39108395576477)",60.84247827529907,72.07042694091797,230400,322,Grieta Vertical
,,,706,1435,,Desenfoque de linea blanca,928,0.40922969579696655,"[0.5487181544303894, 0.6447029709815979, 0.6296928524971008, 0.7881220579147339]",D44,2675.7082970298143,"(458.5040092468262, 212.11398124694824)",51.630871295928955,51.82380676269531,230400,166,Desenfoque de linea blanca
,,,707,1437,,Desenfoque de linea blanca,929,0.5565699338912964,"[0.5521628260612488, 0.7093288898468018, 0.6592047810554504, 0.9263285398483276]",D44,5351.746583628483,"(523.4103775024414, 218.04616928100586)",78.11987400054932,68.50685119628906,230400,167,Desenfoque de linea blanca
,,,708,1439,,Desenfoque de linea blanca,930,0.4450203478336334,"[0.5085694193840027, 0.730543851852417, 0.5915377736091614, 0.9424331784248352]",D44,4050.457045307303,"(535.3526496887207, 198.01929473876953)",76.28015756607056,53.09974670410156,230400,168,Desenfoque de linea blanca
,,,709,1444,,Desenfoque de linea blanca,931,0.23502995073795319,"[0.00021808147721458226, 0.547640323638916, 0.32504236698150635, 0.8858144283294678]",D44,25308.786109170134,"(458.7055206298828, 58.54688072256977)",121.74267768859863,207.88754272274673,230400,169,Desenfoque de linea blanca
,,,710,1445,,Piel de cocodrilo,932,0.278695672750473,"[0.6711881756782532, 0.37733763456344604, 0.8735078573226929, 0.534163773059845]",D20,7310.364921012842,"(291.6804504394531, 278.0452859401703)",56.45740985870361,129.4845962524414,230400,34,Piel de cocodrilo
,,,711,1446,,Desenfoque de linea blanca,933,0.3563942015171051,"[0.24807782471179962, 0.581630289554596, 0.39461666345596313, 0.9437264204025269]",D44,12225.288160099695,"(488.1141471862793, 115.6850078701973)",130.35460710525513,93.78485679626465,230400,170,Desenfoque de linea blanca
,,,712,1450,,Desenfoque de linea blanca,934,0.23215657472610474,"[0.0, 0.5857985019683838, 0.2543281316757202, 0.8994662761688232]",D44,18380.053780825983,"(475.28472900390625, 45.77906370162964)",112.9203987121582,162.77000427246094,230400,171,Desenfoque de linea blanca
,,,713,1452,,Desenfoque de linea blanca,935,0.5498861074447632,"[0.19492241740226746, 0.7324269413948059, 0.30695098638534546, 0.9490569829940796]",D44,5591.520820019241,"(538.0748558044434, 90.33721268177032)",77.98681497573853,71.69828414916992,230400,172,Desenfoque de linea blanca
,,,714,1509,,Piel de cocodrilo,936,0.37153950333595276,"[0.24946579337120056, 0.6045158505439758, 0.5300911664962769, 0.93476402759552]",D20,21352.55452622573,"(492.5695610046387, 140.32025277614594)",118.88934373855591,179.60023880004883,230400,35,Piel de cocodrilo
,,,715,1510,,Grieta Vertical,937,0.24660705029964447,"[0.4930163323879242, 0.7265677452087402, 0.6059777140617371, 0.9228083491325378]",D00,5107.4172886430915,"(527.800350189209, 197.81892836093903)",70.64661741256714,72.29528427124023,230400,323,Grieta Vertical
,,,716,1511,,Desenfoque de linea blanca,938,0.3125890791416168,"[0.00021257399930618703, 0.574765682220459, 0.25737231969833374, 0.9542731642723083]",D44,22485.66856135646,"(489.29243087768555, 46.36528086557519)",136.62269353866577,164.58223724737763,230400,173,Desenfoque de linea blanca
,,,717,1512,,Desenfoque de linea blanca,939,0.2202243208885193,"[0.0001497745543019846, 0.5761273503303528, 0.2781065106391907, 0.9534958004951477]",D44,24167.14046420414,"(489.47940826416016, 50.08613133482868)",135.85264205932617,177.89231109432876,230400,173,Desenfoque de linea blanca
